Welche Aufgaben erfüllt ein Transaktionsmonitor, welche ein ApplicationServer?;Transaktionsmonitor (im Teilhaberbetrieb): Dienstprogramm oberhalb des Kernels. Übernimmt Zugangskontrolle, Verteilung der Anfragen auf bereitgestelle Prozesse, Opitmierung der Zugriffe, Verwaltung der Ressourcen, Zuordnung von Datenbankverbindungen. Application Server: Ähnliche Aufgaben wie der Transaktionsmonitor, aber keine Transaktionsprogramme sondern verteile Anwendungen.
Nennen Sie Vorteile der Schichtenarchitektur bei Betriebssystemen!;Abhängigkeiten der Hardware in einer Schicht gekapselt -> erleichterte Portierung auf eine andere Hardwareplattform
Verfügen die Betriebssysteme Unix und Windows 2000/XP über Mikrokern-Architekturen? Wenn nein, wie sind sie konzipiert?;Keine echten Mikrokern-Architekturen. Windows & Unix -> meist schichtorientierte Architektur. Windows -> Nutzt Konzept des Mikrokerns, Subsysteme, und Systemservices sind in den Benutzermodus ausgelagert.
Was bezeichnet man als Timesharing?;Zuordnung des Prozessors nach Zeitintervallen an die nebenläufigen Programme
Wozu verwendet man Embedded Systeme?;Rechner oder Steuerungssystem, das in Geräten (Telefon, DCD-Player, Waschmaschinen, Fernseher), Robotorn oder Fahrzeugen eingebaut ist. Ausführung der Aufgabe meist unsichtbar. Geschlossenes System mit dedizierte Aufgabe. Klein, da wenig Ressourcen -> deswegen oft kein Betriebssystem -> direkte Bedienung der Hardwareschnittstellen. Sind Echtzeitsysteme. 
Nennen Sie ein Beispiel für Embedded Systeme!;Geräte (Telefon, DCD-Player, Waschmaschinen, Fernseher), Robotorn oder Fahrzeugen
Wozu dient ein Terminalserver?; Bedienen "dumme" Clientrechner (sog. Thin Clients). Anwendungsprogramme laufen vollständig in Servern ab. Clientrechner nur noch für Präsentation. Zentralisierung von Betriebsmitteln, um beteiligte Systeme leichter administrieren zu können. Anwender arbeitet mit gewohnten Benutzeroberfläche, Anwendung läuft aber komplett am Server ab. Bildschirmänderungen werden im Client dargestellt. Je nach Leistungsfähigkeiten mehrere oder viele Benutzer.
Was ist der Unterschied zwischen Emulation und Virtualisierung?;Emulation: Komplette Hardware in Software nachgebildet. Virtualisierung: Nur geringer Teil der Befehle des kompletten Befehlssatzes wird nachgebildet. 
Was ist der Unterschied zwischen Polling und interruptgesteuerter Verarbeitung?;Polling: Zyklische Abfragen von Ereignisquellen (z.B. E/A-Geräte), um Kommunikationsbereitschaft festzustellen bzw. um anliegende Ereignisse oder Kommunikationswünsche abzufragen. Nachteil: CPU muss ständig arbeiten (Effizienz beeinträchtigt, Nachfrage umsonst). Vorteil: Leicht zu implementieren. Interrupts: sog. Betriebssystembedingungen oder asynchrone Ereignisse, die Prozessor dazu veranlassen, vordefinierten Code auszuführen, der außerhalb des normalen Programmflusses liegt. Überwachte Ereignisquellen müssen nicht ständig abgefragt werden., sondern melden sich beim Auftreten eines Ereignisses, das behandelt werden muss.
Wozu dient der System Call und wie wird er üblicherweise von einem Betriebssystem wie Windows oder Unix ausgeführt?; Systemcall (auch Software-Interrupt) ist ein synchroner, also vorhersehbarer und reproduzierbar Interrupt. Ist ein Dienstaufruf an das Betriebssystem, bei dessen Ausführung in den Kernelmodus gewechselt wird. Kontrollfluss wird an den Kernel über ein Anwendungsprogramm übergeben.
Was bedeutet Maskierung von Unterbrechungsanforderungen?;
Wie erkennt die CPU, daß eine Unterbrechungsanforderung ansteht?;
Was versteht man unter einer Interrupt-Vektor-Tabelle?;
Was ist eine Interrupt-Service-Routine und wann wird sie aufgerufen?;
Was bedeuetet Interrupt-Sharing?;
Erläutern Sie die Abwicklung eines Hardware-Interrupts unter Linux!;
Erläutern Sie die Behandlung eines System Calls!;
Erläutern Sie den Unterschied zwischen einem synchronen und einem asynchronen Interrupt!;
Welche Aufgabe hat ein Interrupt-Controller?;
Was ist in der Prozessverwaltung ein PCB, wozu dient er und welche Inhalte hat er?;
Nennen Sie dabei drei wichtige Informationen, die im PCB verwaltet werden!;- Programmzähler- Prozesszustand- Priorität- Prozessnummer- aktuellen Registerinhalte
Was versteht man unter einem Thread? Wie verhalten sich Threads zu Prozessen im Hinblick auf die Nutzung des Prozessadressraums?;- Eine nebenläufige Ausführungseinheit innerhalb eines Prozesses.- Threads erhalten den vollen Zugriff auf den zugehörigen Prozessadressraum.
Beschreiben Sie den groben Ablauf eines Prozess-Kontextwechsels!;- Aktiver Prozess wird unterbrochen.- Prozesskontext (gesamte Information des unterbrochenen Prozesses) wird gesichert- Prozesskontext des neu aktivierten Prozesses wird in die Ablaufumgebung geladen
Erläutern Sie, warum ein Thread-Kontextwechsel schneller sein kann als ein Prozess-Kontextwechsels!;Weil meist Speicherbereiche des gleichen Prozesses verwendet werden.
Was bedeutet eine 1:n-Beziehung zwischen Prozess und Thread?;Prozess kann mehrere Threads beherbergen.
Warum ist der Einsatz von Threads sinnvoll?;Threads sind leichtgewichtiger als Prozesse, wodurch Kontextwechsel innerhalb desselben Prozesses schneller sind.
Beschreiben Sie einen einfachen Zustandsautomaten eines Prozesses!;Vier Zustände.- „bereit“: Prozess zur Bearbeitung vorbereitet.- „aktiv“: hat eine CPU- „blockiert“: wartet auf Ressourcen, um weitermachen zu können.- „beendet“: Prozess ist dann schon nicht mehr im System vorhanden. 
Erläutern Sie die Prozesshierarchie unter Unix!;- Baumartige Struktur mit dem init- Prozess als Wurzel (PID 1).- Andere wichtige Prozesse sind swapper (PID 0) und page (PID 2).- Bei der Erzeugung eines Kindprozesses erbt dieser Umgebungseinstellungen, offene Dateien und den Adressraum vom Elternprozess.- Der Kindprozess kann dasselbe Programm ausführen oder ein neues Programm mit dem Systemaufruf execve laden und dadurch das Elternprozess-Programm ersetzen.
Was ist ein Zombie-Prozess unter Unix?;Ein Prozess in einem speziellen Zustand der terminieren will. Er bleibt im Zustand, bis der Elternprozess eine Nachricht über das Ableben des Kindprozesses erhalten hat und terminiert erst dann.
Welche Scheduling-Algorithmen sind für Echtzeitbetriebssysteme sinnvoll? Begründen Sie!;- Minimal Deadline First: Priorisiert Prozesse basierend auf ihrer nächsten Zeitschranke (Deadline), um kritische Aufgaben zu gewährleisten.- Polled Loop: Zyklisches Abfragen von Ereignisquellen zur sofortigen Bearbeitung von Ereignissen.- Interrupt-gesteuerte Systeme: Warten auf Interrupts von Ereignisquellen und Ausführung der entsprechenden Interrupt-Service-Routine (ISR).- Die Auswahl hängt von der Kritikalität der Ereignisse und den akzeptablen Verzögerungen ab. Hard Realtime-Systeme erfordern schnelle Reaktionen, während Soft Realtime-Systeme gewisse Verzögerungen tolerieren können.
Welche Aufgaben haben im Prozess-Management der Dispatcher und der Scheduler?;- Scheduler: Die Komponente im Prozessmanager, die für die Planung der Betriebsmittelzuteilung zuständig ist.- Dispatcher: Die Komponente, die dann einen tatsächlichen Prozesswechsel ausführt.
Nennen Sie jeweils zwei geeignete Scheduling-Verfahren für Batch- und Dialog-Systeme und erläutern Sie diese kurz!;- Batchsysteme:- FCFS (First Come First Served): Verarbeitet Aufträge in der Reihenfolge ihres Eintreffens.- SJF (Shortest Job First): Priorisiert kürzere Aufträge für schnellere Bearbeitung.- Dialogsysteme:- RR (Round Robin): Zyklich Prozessen CPU-Zeit zuweisen.- PS (Priority Scheduling): Prozesse nach Priorität auswählen.
Erläutern Sie den Unterschied zwischen preemptive und non-preemptive Scheduling und nennen Sie jeweils zwei Scheduling-Strategien, die in diese Kategorien passen!;- non-preemptive: darf ein Prozess nicht unterbrechen, bis er seine Aufgaben vollständig erledigt hat. Beispiele: First Come First Served (FCFS), Shortest Job First (SJF).- preemptive Scheduling: darf eine Unterbrechung stattfinden.
Wie funktioniert der RR-Scheduling-Algorithmus?;- Weist jedem Prozess eine Zeitscheibe zu.- Bei Ablauf der Zeitscheibe wird der aktuelle Prozess unterbrochen und in die Warteschlange gestellt.- Der nächste Prozess erhält die CPU.- Dieser Ablauf wiederholt sich zyklisch.- Die Auswahl der Zeitscheibe beeinflusst die Systemleistung.
Warum ist der Scheduling-Algorithmus SRTF (Shortest Remaining Time First) kaum zu realisieren?;SRTF wählt den Prozess mit der kürzesten verbleibenden Zeit aus, was theoretisch optimal für Dialogprozesse ist. Umsetzung jedoch schwierig, da Betriebssysteme oft keine Informationen über die verbleibende Prozesszeit haben.
Welche grundlegenden Gedanken stecken hinter dem Konzept des virtuellen Speichers?;1) Prozess soll ablaufen können wenn er nur teilweise im Hauptspeicher ist. 2) Der Speicherbedarf eines Programms sollte größer als der physikalisch vorhandene Hauptspeicher sein können. 3) Ein Programmierer sollte nur einen kontinuierlichen SPeicherbereich beginnend bei Adresse 0 sehen und sich nicht um die Zerstückelung des Hauptspeichers auf mehrere Benutzer kümmern.
Welche Aufgabe hat eine Verdrängungsstrategie und was ist ein Seitenfehler?;Die Strategie, die verwendet wird, um eine zu verdrängende Seite auszuwählen, wird als Seitenersetzungsstrategie bezeichnet. Ein page fault ist ein Trap, den die MMU erzeugt, wenn von einem Prozess eine physikalische Adresse angesprochen wird, die nicht im Hauptspeicher geladen ist. Das Betriebssystem springt in den Kernelmodus zur Bearbeitung des Seitenfehler und versucht die Seite in einen Frame zu laden.
Welcher Seitenersetzungsalgorithmus wäre theoretisch optimal und warum ist dieser praktisch nur sehr schwer zu realisieren?;Ein optimaler Algorithmus würde die Seitenrahmen für eine Ersetzung auswählen, die am spätesten von allen belegten Seitenrahmen wieder benötigt würden. Er ist als „Algorithmus von Belady“ bekannt. Es ist schwer zu realisieren weil das Betriebssystem zum Zeitpunkt des Seitenfehlers nicht wissen kann, wann welche Seite als nächstes verwendet wird.
Warum ist der LRU-Algorithmus zur Seitenersetzung bei der virtuellen Adressierung schwer zu realisieren? Welcher Algorithmus ist eine gute Alternative dazu?;LRU-Algorithmus bei virtueller Adressierung schwer umzusetzen wegen des hohen Aufwands beim Umsortieren der Seiten in einer linearen Liste. Pseudo-LRU-Algorithmen wie Clock-Page und Second-Chance verwenden R- und M-Bits, um den Aufwand zu verringern. Als Alternative eignet sich der NFU-Algorithmus.
Welche Probleme ergeben sich bei sehr großen virtuellen Adressräumen in Bezug auf die Verwaltung der Seitentabellen?;Probleme bei großen virtuellen Adressräumen sind: Leistungsverschlechterung durch zusätzliche Hauptspeicherzugriffe auf Seitentabellen und enormer Speicherplatzbedarf für die Tabellenverwaltung.
Welche Möglichkeiten gibt es die hohe Belastung der Seitentabellenverwaltung insbesondere bei großen Adressräumen zu optimieren?;Zur Optimierung der Speicherzugriffe gibt es Adressumsetzpuffer (Translation Lookaside Buffers, kurz: TLB) und die invertierten Seitentabellen.
Erläutern Sie die Grundprinzipien des TLB und der invertierten Seitentabelle mit Hashing!;TLB (Translation Lookaside Buffer) ist ein schneller Speicher, der virtuelle auf reale Adressen abbildet. Es speichert die am häufigsten genutzten Seitennummern. Bei einer Adressumsetzung wird zuerst im TLB nachgeschaut. Bei einem Treffer (TLB hit) erspart man sich den Zugriff auf die Seitentabellen und hat die reale Adresse bereits. Bei einem Fehlschlag (TLB miss) erfolgt die herkömmliche Adressumsetzung über die Seitentabelle(n). In invertierten Seitentabellen mit Hashing sucht man Seiten nicht klassisch, sondern mithilfe einer Hash-Tabelle, die virtuelle Seitennummern verwendet. Die invertierte Seitentabelle bleibt im Hauptspeicher, wodurch das Auslagern großer "herkömmlicher" Seitentabellen vermieden wird.
Was versteht man unter Shared Memory?;Ein Shared Memory ist ein von mehreren Prozessen gemeinsam genutzter Speicherbereich, der nur einmal in den Hauptspeicher geladen wird. Auf gemeinsam genutzte Speicherbereiche verweisen mehrere Seitentabelleneinträge verschiedener Prozesse.
Nennen Sie die Einsatzmöglichkeiten von Shared Memory!;Shared Memory kann genutzt werden, um Codeteile, die mehrere Prozesse benötigen, nur einmal in den Hauptspeicher zu laden. Hier spricht man von Shared Libraries. Weiterhin kann man Shared Memory verwenden, um mehreren Prozessen globale Datenbereiche zur Verfügung zu stellen. Mit Hilfe dieser Speicherbereiche kann dann eine Art Prozesskommunikation stattfinden (Beispiel: Caches von Datenbankmanagementsystemen, auf die mehrere Datenbank-Benutzerprozesse nebenläufig zugreifen).
Was bezeichnet man in der Prozessverwaltung als Blockieren, Verklemmen und Verhungern?;
Bei Betriebssystemen, bei systemnahen Programmen, aber auch bei Anwendungssoftware muss man sich als Entwickler von nebenläufig auszuführenden Aktionen mit kritischen Abschnitten befassen. Was versteht man unter einem kritischen Abschnitt?;
Welche Maßnahmen sind zu treffen, daß es beim Durchlaufen eines kritischen Abschnitts nicht zu Inkonsistenzen kommt? Erläutern Sie dabei den Begriff des gegenseitigen Ausschlusses bzw. Mutual Exclusion!;
Was ist einen Semaphore? Erläutern Sie die Semaphorenoperationen P() und V()!;
Warum müssen die Semaphoren-Operationen P() und V() selbst wieder ununterbrechbar sein?;
Welche Auswirkungen hat die folgende falsche Nutzung einer binären Semaphore? V() ... kritischer Abschnitt ... P();
Welche Auswirkungen hat die folgende falsche Nutzung einer binären Semaphore? P() ... kritischer Abschnitt ... P();
Welche vier Kriterien sind nach Dijkstra für die Behandlung kritischer Abschnitte zu beachten?;
Was ist ein Mutex im Sinne der Synchronisation konkurierender Prozesse?;
Welche Operanden hat ein Test-and-Set-Lock Befehl?;
Welche Werte können die Operanden eines Test-and-Set-Lock Befehls annehmen und was bedeuten diese?;
Nennen Sie die vier notwendigen und hinreichenden Bedingungen, die zu einem Deadlock führen!; 1. Mutual Exclusion für die benötigten Betriebsmittel. 2. Prozesse belegen Betriebsmittel und fordern weitere an. 3. Kein Entzug eines Betriebsmittels ist möglich. 4. Zwei oder mehrere Prozesse warten in einer verketteten Liste (in einer Schleife, circular waiting) auf weitere Betriebsmittel.
Warum lassen sich Deadlocks bei nebenläufigen Prozessen nur schwer ganz vermeiden?; Weil sonst nur jeder Prozess ohne Gefahr eines Deadlocks zum Ablauf kommen dürfte. Alle Betriebsmittel müssten im Vorfeld reserviert werden.
Welche Alternative zur Behandlung von Deadlocks gibt es?; Betriebsmittelbelegungsgraphen werden eingesetzt, diese Graphen haben als Knoten Ressourcen und Prozesse/Threads enthalten. Zur Beseitigung eines Deadlocks sind das Abbrechen eines Prozesses/Threads oder das Entziehen eines Betriebsmittels möglich
Was ist eine Race Condition?; Race Conditions sind Situationen, bei denen zwei oder mehr Prozesse gemeinsame Betriebsmittel nutzen und die Endergebnisse der Nutzung von der zeitlichen Reihenfolge der Operationen abhängen
Erläutern Sie kurz die Funktionsweise einer Pipe!; Eine Pipe ist ein Datenstrom von einem Prozess zu einem anderen, dadurch wird ein unidirektionaler Datenstrom bereitgestellt. Die Daten werden ohne Nachrichtenbegrenzer in die Schreibseite eingetragen und von der Leseseite entnommen. Eine Bidirektionale Kommunikation kann über zwei Pipes erreicht werden. Eine Pipe stellt ein Pufferbereich fester Länge dar. Das Auslesen erfolgt durch das FIFO-Prinzip (FirstInFirstOut-Prinzip)
